Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
1,2025,NFL,3,85,KAN,Nohl Williams,CB,California,Tom Holmoe
2,2025,NFL,4,106,NWE,Craig Woodson,SAF,California,Tom Holmoe
3,2025,NFL,4,129,BAL,Teddye Buchanan,LB,California,Tom Holmoe
4,2025,NFL,6,183,TEN,Marcus Harris,DB,California,Tom Holmoe
5,2024,NFL,6,198,MIA,Patrick McMorris,DB,California,Tom Holmoe
6,2023,NFL,5,158,IND,Daniel Scott,S,California,Tom Holmoe
7,2022,NFL,7,224,MIA,Cameron Goode,OLB,California,Tom Holmoe
8,2022,NFL,7,254,CHI,Elijah Hicks,S,California,Tom Holmoe
9,2021,NFL,4,125,MIN,Camryn Bynum,CB,California,Tom Holmoe
10,2020,NFL,3,68,NYJ,Ashtyn Davis,S,California,Tom Holmoe
11,2020,NFL,4,134,ATL,Jaylinn Hawkins,S,California,Tom Holmoe
12,2020,NFL,6,202,ARI,Evan Weaver,LB,California,Tom Holmoe
13,2018,NFL,7,225,MIN,Devante Downs,LB,California,Tom Holmoe
14,2018,NFL,7,232,GNB,James Looney,DE,California,Tom Holmoe
15,2017,NFL,3,87,NYG,Davis Webb,QB,California,Tom Holmoe
16,2017,NFL,4,141,NYJ,Chad Hansen,WR,California,Tom Holmoe
17,2017,NFL,7,241,TEN,Khalfani Muhammad,RB,California,Tom Holmoe
18,2016,NFL,1,1,LAR,Jared Goff,QB,California,Tom Holmoe
19,2016,NFL,5,163,GNB,Trevor Davis,WR,California,Tom Holmoe
20,2016,NFL,7,237,NOR,Daniel Lasco,RB,California,Tom Holmoe
21,2016,NFL,7,243,SEA,Kenny Lawler,WR,California,Tom Holmoe
22,2014,NFL,3,98,GNB,Richard Rodgers,TE,California,Tom Holmoe
23,2014,NFL,4,126,NOR,Khairi Fortt,LB,California,Tom Holmoe
24,2013,NFL,3,76,SDG,Keenan Allen,WR,California,Tom Holmoe
25,2013,NFL,4,107,TEN,Brian Schwenke,C,California,Tom Holmoe
26,2013,NFL,5,145,SDG,Steve Williams,DB,California,Tom Holmoe
27,2013,NFL,7,247,BAL,Marc Anthony,DB,California,Tom Holmoe
28,2012,NFL,2,37,CLE,Mitchell Schwartz,T,California,Tom Holmoe
29,2012,NFL,2,46,PHI,Mychal Kendricks,LB,California,Tom Holmoe
30,2012,NFL,3,70,JAX,Bryan Anger,P,California,Tom Holmoe
31,2012,NFL,5,166,CIN,Marvin Jones,WR,California,Tom Holmoe
32,2012,NFL,7,216,CAR,D.J. Campbell,DB,California,Tom Holmoe
33,2012,NFL,7,219,MIN,Trevor Guyton,DE,California,Tom Holmoe
34,2011,NFL,1,24,NOR,Cameron Jordan,DE,California,Tom Holmoe
35,2011,NFL,2,56,NWE,Shane Vereen,RB,California,Tom Holmoe
36,2011,NFL,3,93,CHI,Chris Conte,DB,California,Tom Holmoe
37,2011,NFL,6,189,DEN,Mike Mohamed,LB,California,Tom Holmoe
38,2010,NFL,1,10,JAX,Tyson Alualu,DT,California,Tom Holmoe
39,2010,NFL,1,30,DET,Jahvid Best,RB,California,Tom Holmoe
40,2010,NFL,7,225,DEN,Syd'Quan Thompson,DB,California,Tom Holmoe
41,2009,NFL,1,21,CLE,Alex Mack,C,California,Tom Holmoe
42,2009,NFL,7,235,DET,Zack Follett,LB,California,Tom Holmoe
43,2009,NFL,7,248,SEA,Cameron Morrah,TE,California,Tom Holmoe
44,2008,NFL,2,49,PHI,DeSean Jackson,WR,California,Tom Holmoe
45,2008,NFL,3,85,TEN,Craig Stevens,TE,California,Tom Holmoe
46,2008,NFL,3,98,ATL,Thomas DeCoud,DB,California,Tom Holmoe
47,2008,NFL,4,126,TEN,Lavelle Hawkins,WR,California,Tom Holmoe
48,2008,NFL,6,184,PHI,Mike Gibson,T,California,Tom Holmoe
49,2008,NFL,7,233,SEA,Justin Forsett,RB,California,Tom Holmoe
50,2007,NFL,1,12,BUF,Marshawn Lynch,RB,California,Tom Holmoe
51,2007,NFL,3,85,SEA,Brandon Mebane,DT,California,Tom Holmoe
52,2007,NFL,3,95,IND,Dante Hughes,DB,California,Tom Holmoe
53,2007,NFL,6,192,GNB,Desmond Bishop,LB,California,Tom Holmoe
54,2006,NFL,5,136,NWE,Ryan O'Callaghan,T,California,Tom Holmoe
55,2006,NFL,6,201,PIT,Marvin Philip,C,California,Tom Holmoe
56,2006,NFL,7,248,BUF,Aaron Merz,G,California,Tom Holmoe
57,2005,NFL,1,24,GNB,Aaron Rodgers,QB,California,Tom Holmoe
58,2005,NFL,2,44,ARI,J.J. Arrington,RB,California,Tom Holmoe
59,2005,NFL,4,118,NOR,Chase Lyman,WR,California,Tom Holmoe
60,2005,NFL,4,135,IND,Matt Giordano,DB,California,Tom Holmoe
61,2005,NFL,6,212,OAK,Ryan Riddle,DE,California,Tom Holmoe
62,2004,NFL,5,151,WAS,Mark Wilson,TE,California,Tom Holmoe
63,2004,NFL,7,208,CLE,Adimchinobe Echemandu,RB,California,Tom Holmoe
64,2003,NFL,1,19,BAL,Kyle Boller,QB,California,Tom Holmoe
65,2003,NFL,1,31,OAK,Nnamdi Asomugha,DB,California,Tom Holmoe
66,2003,NFL,6,184,STL,Scott Tercero,G,California,Tom Holmoe
67,2003,NFL,7,239,NWE,Tully Banta-Cain,LB,California,Tom Holmoe
68,2002,NFL,2,53,OAK,Langston Walker,T,California,Tom Holmoe
69,2002,NFL,5,143,KAN,Scott Fujita,LB,California,Tom Holmoe
70,2001,NFL,1,7,SFO,Andre Carter,DE,California,Tom Holmoe
71,2001,NFL,4,120,DEN,Nick Harris,P,California,Tom Holmoe
72,2000,NFL,1,15,DEN,Deltha O'Neal,DB,California,Tom Holmoe
73,2000,NFL,6,192,PHI,John Romero,C,California,Tom Holmoe
74,2000,NFL,7,215,ARI,Sekou Sanyika,LB,California,Tom Holmoe
75,2000,NFL,7,217,NYG,Jeremiah Parker,DE,California,Tom Holmoe
76,1999,NFL,3,76,CLE,Marquis Smith,DB,California,Tom Holmoe
77,1999,NFL,4,97,PHI,John Welbourn,G,California,Tom Holmoe
78,1999,NFL,4,102,OAK,Dameane Douglas,WR,California,Tom Holmoe
79,1999,NFL,5,150,TAM,John McLaughlin,DE,California,Tom Holmoe
80,1998,NFL,2,58,SFO,Jeremy Newberry,C,California,Tom Holmoe
81,1998,NFL,4,112,PHI,Brandon Whiting,DE,California,Tom Holmoe
82,1998,NFL,6,169,SEA,Bobby Shaw,WR,California,Tom Holmoe
83,1998,NFL,7,223,DAL,Tarik Smith,RB,California,Tom Holmoe
84,1997,NFL,1,13,KAN,Tony Gonzalez,TE,California,Tom Holmoe
85,1997,NFL,1,19,IND,Tarik Glenn,T,California,Tom Holmoe
86,1997,NFL,4,110,KAN,Pat Barnes,QB,California,Tom Holmoe
87,1996,NFL,1,12,TAM,Regan Upshaw,DE,California,Tom Holmoe
88,1996,NFL,1,16,MIN,Duane Clemons,DE,California,Tom Holmoe
89,1996,NFL,2,40,NOR,Je'Rod Cherry,DB,California,Tom Holmoe
90,1996,NFL,5,160,SFO,Iheanyi Uwaezuoke,WR,California,Tom Holmoe
91,1996,NFL,7,211,KAN,Ben Lynch,C,California,Tom Holmoe
92,1995,NFL,4,119,PHI,Dave Barr,QB,California,Tom Holmoe
93,1995,NFL,5,164,KAN,Jerrott Willard,LB,California,Tom Holmoe
94,1995,NFL,6,176,WAS,Brian Thure,T,California,Tom Holmoe
95,1994,NFL,1,19,MIN,Todd Steussie,T,California,Tom Holmoe
96,1994,NFL,2,32,IND,Eric Mahlum,G,California,Tom Holmoe
97,1994,NFL,3,85,SFO,Doug Brien,K,California,Tom Holmoe
98,1994,NFL,3,103,PHI,Eric Zomalt,DB,California,Tom Holmoe
99,1994,NFL,5,141,CLE,Issac Booth,DB,California,Tom Holmoe
100,1993,NFL,1,16,IND,Sean Dawkins,WR,California,Tom Holmoe
101,1993,NFL,3,73,RAM,Russell White,RB,California,Tom Holmoe
102,1993,NFL,6,145,TAM,Chidi Ahanotu,DE,California,Tom Holmoe
103,1992,NFL,2,49,CHI,Troy Auzenne,T,California,Tom Holmoe
104,1992,NFL,7,183,MIN,David Wilson,DB,California,Tom Holmoe
